選舉年度,地區別,地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,里,里_得票數,里_得票率
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市港尾里,206,31.12%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市金華里,465,31.46%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市港德里,489,31.71%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市民權里,291,26.87%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市建國里,555,33.8%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市漢生里,467,26.76%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市公館里,473,29.73%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市新民里,539,31.19%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市幸福里,525,32.11%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市忠誠里,174,16.75%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市百壽里,397,35.35%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市介壽里,371,30.84%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市新埔里,300,29.18%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華江里,416,33.49%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市江翠里,659,36.31%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市純翠里,586,37.14%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市溪頭里,758,37.41%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市聯翠里,363,36.34%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市宏翠里,433,31.63%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市仁翠里,523,34.05%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市新翠里,693,32.41%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市吉翠里,497,33.05%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市德翠里,368,29.53%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市滿翠里,441,32.96%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市明翠里,714,36.43%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市松翠里,447,33.86%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市柏翠里,425,34.05%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市龍翠里,523,36.14%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華翠里,446,36.03%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市忠翠里,570,32.83%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市嵐翠里,374,37.03%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市文翠里,481,32.88%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市青翠里,346,32.4%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市懷翠里,540,32.89%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福翠里,243,27.87%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市港嘴里,579,31.88%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市振興里,553,35.93%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市振義里,552,38.74%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市光復里,416,37.51%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市埔墘里,579,36.95%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市長壽里,342,33.69%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福壽里,321,32.96%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市海山里,695,34.53%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市九如里,374,36.74%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市玉光里,564,33.16%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市光仁里,417,36.77%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市埤墘里,378,32.53%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市永安里,345,34.99%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市雙玉里,383,38.77%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市廣新里,395,30.5%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市深丘里,406,24.65%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市香丘里,411,32.62%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市西安里,307,33.37%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市東丘里,475,32.87%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市長安里,357,33.12%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福丘里,195,28.72%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福祿里,304,27.07%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市民族里,455,32.48%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市國泰里,261,29.43%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福德里,603,35.26%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市景星里,352,31.57%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福星里,311,31.93%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市鄉雲里,367,32.14%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市廣德里,524,27.78%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市大豐里,438,26.74%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市重慶里,581,29.18%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市仁愛里,255,19.25%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市和平里,111,26.3%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市廣福里,293,31.92%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華興里,339,27.72%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華貴里,281,24.91%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華德里,418,29.9%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華東里,420,26.55%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市信義里,448,30.29%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市浮洲里,487,30.76%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華中里,593,34.08%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市僑中里,394,29.47%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市中山里,354,20.39%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市復興里,180,11.61%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市大安里,417,26.54%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市福安里,279,27.54%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市聚安里,687,35.71%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市龍安里,325,27.52%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市崑崙里,659,31.38%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市溪洲里,529,33.57%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市溪北里,387,32.01%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市香雅里,311,30.82%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市新生里,435,28.77%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市文德里,271,30.52%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市文化里,450,36.12%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市新海里,366,31.47%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市莒光里,388,35.79%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市富貴里,176,29.68%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市正泰里,323,32.76%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市民生里,185,35.71%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市後埔里,388,31.54%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市華福里,227,28.84%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市堂春里,380,30.77%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市成和里,371,31.68%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市光榮里,283,26.47%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市民安里,211,24.79%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市陽明里,327,32.12%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市朝陽里,457,35.26%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市松柏里,317,29.68%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市文聖里,393,39.14%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市居仁里,351,34.89%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市莊敬里,210,28.3%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市東安里,298,33.22%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市五權里,410,28.01%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市溪福里,601,31.85%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市大觀里,434,35.08%
1998,臺灣省臺北縣," 臺北縣板橋市",吳炎成,01,M,1943,民主進步黨,50686,31.17%,N,N,臺北縣板橋市歡園里,160,26.06%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市留侯里,376,71.62%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市流芳里,467,67.78%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市赤松里,256,73.99%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市黃石里,404,70.63%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市挹秀里,583,77.42%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市湳興里,1284,67.33%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市新興里,966,71.61%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市社後里,1562,69.15%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市香社里,895,59%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市中正里,1108,70.71%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市自強里,1553,78.87%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市自立里,853,69.92%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市光華里,711,73.68%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市國光里,1304,89.75%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市港尾里,456,68.88%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市金華里,1013,68.54%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市港德里,1053,68.29%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市民權里,792,73.13%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市建國里,1087,66.2%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市漢生里,1278,73.24%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市公館里,1118,70.27%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市新民里,1189,68.81%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市幸福里,1110,67.89%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市忠誠里,865,83.25%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市百壽里,726,64.65%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市介壽里,832,69.16%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市新埔里,728,70.82%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市華江里,826,66.51%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市江翠里,1156,63.69%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市純翠里,992,62.86%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市溪頭里,1268,62.59%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市聯翠里,636,63.66%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市宏翠里,936,68.37%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市仁翠里,1013,65.95%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市新翠里,1445,67.59%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市吉翠里,1007,66.95%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市德翠里,878,70.47%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市滿翠里,897,67.04%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市明翠里,1246,63.57%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市松翠里,873,66.14%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市柏翠里,823,65.95%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市龍翠里,924,63.86%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市華翠里,792,63.97%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市忠翠里,1166,67.17%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市嵐翠里,636,62.97%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市文翠里,982,67.12%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市青翠里,722,67.6%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市懷翠里,1102,67.11%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市福翠里,629,72.13%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市港嘴里,1237,68.12%
1998,臺灣省臺北縣," 臺北縣板橋市",林鴻池,02,M,1956,中國國民黨,111908,68.83%,Y,N,臺北縣板橋市振興里,986,64.07%
