選舉年度,地區別,地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,里,里_得票數,里_得票率
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市凱旋里,412,49.52%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市黎明里,439,42.05%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市東村里,1214,42.18%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市延平里,1389,41.88%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市七張里,492,54.01%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市慈安里,1127,40.16%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市新民里,201,47.52%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市東門里,181,52.46%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市中正里,172,42.79%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市小東里,340,38.46%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市菜園里,369,42.32%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市孝廉里,257,37.14%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市新生里,832,51.61%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市茭白里,730,50.31%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市北津里,592,50.56%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市梅洲里,968,51.41%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市北門里,245,43.99%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市慶和里,267,54.83%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市鄂王里,247,51.03%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市中山里,242,48.3%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市西門里,419,49.41%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市大道里,380,40.95%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市南門里,151,39.84%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市負郭里,755,43.37%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市民族里,618,39.36%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市建軍里,691,41.28%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市思源里,1591,39.54%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市文化里,924,45.79%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",宋岫書,01,M,1972,民主進步黨,21399,44.26%,N,N,宜蘭縣宜蘭市復興里,701,37.27%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市神農里,231,61.11%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市民權里,665,62.38%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市民生里,137,44.63%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市昇平里,214,42.63%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市大東里,206,50.99%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市新興里,212,58.4%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市和睦里,781,57.43%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市進士里,1805,54.47%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市南橋里,238,45.95%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市建業里,432,52.3%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市南津里,355,51.37%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市凱旋里,420,50.48%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市黎明里,605,57.95%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市東村里,1664,57.82%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市延平里,1928,58.12%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市七張里,419,45.99%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市慈安里,1679,59.84%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市新民里,222,52.48%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市東門里,164,47.54%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市中正里,230,57.21%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市小東里,544,61.54%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市菜園里,503,57.68%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市孝廉里,435,62.86%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市新生里,780,48.39%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市茭白里,721,49.69%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市北津里,579,49.44%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市梅洲里,915,48.59%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市北門里,312,56.01%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市慶和里,220,45.17%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市鄂王里,237,48.97%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市中山里,259,51.7%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市西門里,429,50.59%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市大道里,548,59.05%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市南門里,228,60.16%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市負郭里,986,56.63%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市民族里,952,60.64%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市建軍里,983,58.72%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市思源里,2433,60.46%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市文化里,1094,54.21%
2009,臺灣省宜蘭縣," 宜蘭縣宜蘭市",黃定和,02,M,1958,中國國民黨,26945,55.74%,Y,Y,宜蘭縣宜蘭市復興里,1180,62.73%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮大新里,483,51.66%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮東安里,1130,57.1%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮新群里,822,54.44%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮羅莊里,886,57.38%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮南昌里,991,62.6%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮南豪里,504,56.88%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮成功里,561,60.06%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮仁德里,456,59.3%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮漢民里,1387,58.85%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮西安里,994,59.27%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮北成里,818,49.7%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮賢文里,1295,57.28%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮公正里,1041,57.14%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮集祥里,388,62.38%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮信義里,1015,54.05%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮竹林里,935,50.79%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮仁愛里,1090,52.23%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮樹林里,1282,60.02%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮國華里,1530,56.58%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮維揚里,1044,57.11%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮開明里,569,57.13%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮中山里,533,54.55%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",林姿妙,01,F,1952,中國國民黨,20167,56.49%,Y,N,宜蘭縣羅東鎮仁和里,413,56.89%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮大新里,452,48.34%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮東安里,849,42.9%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮新群里,688,45.56%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮羅莊里,658,42.62%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮南昌里,592,37.4%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮南豪里,382,43.12%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮成功里,373,39.94%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮仁德里,313,40.7%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮漢民里,970,41.15%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮西安里,683,40.73%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮北成里,828,50.3%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮賢文里,966,42.72%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮公正里,781,42.86%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮集祥里,234,37.62%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮信義里,863,45.95%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮竹林里,906,49.21%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮仁愛里,997,47.77%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮樹林里,854,39.98%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮國華里,1174,43.42%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮維揚里,784,42.89%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮開明里,427,42.87%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮中山里,444,45.45%
2009,臺灣省宜蘭縣," 宜蘭縣羅東鎮",陳淑暖,02,F,1954,民主進步黨,15531,43.51%,N,N,宜蘭縣羅東鎮仁和里,313,43.11%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮龍德里,1173,54.48%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮頂寮里,329,57.02%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮永榮里,1119,54.53%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮存仁里,406,63.44%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮港邊里,486,59.71%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮岳明里,102,87.18%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮隘丁里,865,55.91%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮新城里,467,61.94%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮聖湖里,1903,59.88%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮蘇西里,878,57.76%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮蘇北里,381,52.62%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮蘇南里,194,55.43%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮蘇東里,199,60.49%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮長安里,270,69.59%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮永光里,181,60.13%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮永春里,265,62.5%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮永樂里,201,60.36%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南安里,501,64.56%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南正里,318,50.8%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南成里,486,61.29%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南興里,577,57.19%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南寧里,423,57.71%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南建里,526,61.09%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮東澳里,165,73.01%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮南強里,248,52.43%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",林騰煌,01,M,1948,中國國民黨,12879,58.19%,Y,Y,宜蘭縣蘇澳鎮朝陽里,216,49.77%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",李明哲,02,M,1966,民主進步黨,9253,41.81%,N,N,宜蘭縣蘇澳鎮龍德里,980,45.52%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",李明哲,02,M,1966,民主進步黨,9253,41.81%,N,N,宜蘭縣蘇澳鎮頂寮里,248,42.98%
2009,臺灣省宜蘭縣," 宜蘭縣蘇澳鎮",李明哲,02,M,1966,民主進步黨,9253,41.81%,N,N,宜蘭縣蘇澳鎮永榮里,933,45.47%
