選舉年度,地區別,地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,里,里_得票數,里_得票率
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市民權里,726,42.33%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市建國里,1123,52.23%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市漢生里,1213,45.7%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市公館里,1113,51.41%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市新民里,1145,47.55%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市幸福里,1117,49.73%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市忠誠里,507,30.09%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市百壽里,711,50%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市介壽里,816,47.75%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市新埔里,673,50.49%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華江里,1356,48.09%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市江翠里,1394,52.17%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市純翠里,1463,52.4%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市溪頭里,1756,54.82%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市聯翠里,1028,48.38%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市宏翠里,959,51.87%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市仁翠里,1069,59.59%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市新翠里,2049,49.64%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市吉翠里,1199,55.51%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市德翠里,1660,47.85%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市滿翠里,1042,57.79%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市明翠里,1420,53.97%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市松翠里,1031,51.71%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市柏翠里,994,50.03%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市龍翠里,1464,56.55%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華翠里,935,52.91%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市忠翠里,2238,46.19%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市嵐翠里,766,53.98%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市文翠里,1182,50.69%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市青翠里,842,53.16%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市懷翠里,1709,55.18%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福翠里,435,47.65%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市港嘴里,1195,49.42%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市振興里,1742,54.23%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市振義里,1240,54.65%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市光復里,891,51.09%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市埔墘里,514,47.77%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市長壽里,811,49.97%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福壽里,821,45.26%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市海山里,1816,47.33%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市九如里,818,52.54%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市玉光里,1400,51.78%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市光仁里,873,52.21%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市埤墘里,1029,51.81%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市永安里,905,51.07%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市雙玉里,1050,52.63%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市廣新里,897,48.49%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市深丘里,1252,42.94%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市香丘里,998,48.21%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市西安里,757,49.84%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市東丘里,1248,53.72%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市長安里,1102,48.5%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福丘里,453,39.39%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福祿里,742,37.44%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市民族里,1025,48.14%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市國泰里,775,42.65%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福德里,1317,45.63%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市景星里,791,43.2%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福星里,894,45.92%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市鄉雲里,890,44.81%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市廣德里,1385,40.47%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市大豐里,1167,43.51%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市重慶里,1830,42.42%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市仁愛里,605,31.78%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市和平里,280,45.45%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市廣福里,867,48.01%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華興里,994,44.65%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華貴里,817,48.03%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華德里,1425,42.66%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華東里,1172,37.56%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市信義里,998,44.47%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市浮洲里,1068,51.27%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華中里,1554,54.87%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市僑中里,996,49.43%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市中山里,921,36.62%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市復興里,262,23.56%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市大安里,1092,47.46%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市福安里,685,43.99%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市聚安里,1350,50.75%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市龍安里,809,50.72%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市崑崙里,1961,49.9%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市溪洲里,1439,49.28%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市溪北里,1255,45.18%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市香雅里,748,49.77%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市新生里,1221,48.57%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市文德里,847,47.88%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市文化里,994,54.56%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市新海里,951,50.21%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市莒光里,906,54.84%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市富貴里,1594,51.55%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市正泰里,942,53.31%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市民生里,559,50.77%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市後埔里,806,40.96%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市華福里,561,44.67%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市堂春里,993,48.84%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市成和里,1197,50.27%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市光榮里,593,40.53%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市民安里,564,43.62%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市陽明里,819,51.06%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市朝陽里,1060,54.11%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市松柏里,633,52.1%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市文聖里,1189,55.85%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市居仁里,854,50.21%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市莊敬里,1042,50.39%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市東安里,728,51.85%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市五權里,1080,45.38%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市溪福里,2132,46.56%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市大觀里,1028,53.57%
2005,臺灣省臺北縣," 臺北縣板橋市",張宏陸,01,M,1972,民主進步黨,128684,48.02%,N,Y,臺北縣板橋市歡園里,351,49.02%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市留侯里,460,58.45%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市流芳里,418,53.66%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市赤松里,278,57.56%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市黃石里,366,50.62%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市挹秀里,662,64.09%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市湳興里,1380,53.47%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市新興里,851,52.18%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市社後里,1730,52.76%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市香社里,1144,48.35%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市中正里,1173,50.58%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市自強里,2026,64.75%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市自立里,832,48.94%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市光華里,900,57.4%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市國光里,1917,78.31%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市港尾里,794,51.52%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市金華里,1105,49.57%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市港德里,1302,47.85%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市民權里,989,57.67%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市建國里,1027,47.77%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市漢生里,1441,54.3%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市公館里,1052,48.59%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市新民里,1263,52.45%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市幸福里,1129,50.27%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市忠誠里,1178,69.91%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市百壽里,711,50%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市介壽里,893,52.25%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市新埔里,660,49.51%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市華江里,1464,51.91%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市江翠里,1278,47.83%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市純翠里,1329,47.6%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市溪頭里,1447,45.18%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市聯翠里,1097,51.62%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市宏翠里,890,48.13%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市仁翠里,725,40.41%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市新翠里,2079,50.36%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市吉翠里,961,44.49%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市德翠里,1809,52.15%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市滿翠里,761,42.21%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市明翠里,1211,46.03%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市松翠里,963,48.29%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市柏翠里,993,49.97%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市龍翠里,1125,43.45%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市華翠里,832,47.09%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市忠翠里,2607,53.81%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市嵐翠里,653,46.02%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市文翠里,1150,49.31%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市青翠里,742,46.84%
2005,臺灣省臺北縣," 臺北縣板橋市",江惠貞,02,F,1963,中國國民黨,139305,51.98%,Y,N,臺北縣板橋市懷翠里,1388,44.82%
