地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市漢生里,3597,1787,1757,30,49.68%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市公館里,3011,1654,1629,25,54.93%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市新民里,3339,1780,1751,29,53.31%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市幸福里,3173,1675,1647,28,52.79%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市忠誠里,2024,1071,1048,23,52.92%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市百壽里,1965,1158,1138,20,58.93%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市介壽里,2363,1247,1221,26,52.77%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市新埔里,1951,1064,1049,15,54.54%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市華江里,2638,1269,1252,17,48.1%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市江翠里,3456,1863,1830,33,53.91%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市純翠里,3364,1636,1608,28,48.63%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市溪頭里,4006,2102,2065,37,52.47%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市聯翠里,1970,1032,1017,15,52.39%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市宏翠里,2155,1433,1390,43,66.5%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市仁翠里,2466,1586,1549,37,64.31%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市新翠里,4047,2212,2167,45,54.66%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市吉翠里,2674,1562,1534,28,58.41%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市德翠里,2739,1277,1259,18,46.62%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市滿翠里,2603,1379,1354,25,52.98%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市明翠里,3960,2028,1989,39,51.21%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市松翠里,2679,1367,1350,17,51.03%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市柏翠里,2415,1287,1259,28,53.29%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市龍翠里,2954,1490,1462,28,50.44%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市華翠里,2556,1272,1249,23,49.77%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市忠翠里,3523,1786,1749,37,50.7%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市嵐翠里,2112,1038,1020,18,49.15%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市文翠里,3051,1508,1485,23,49.43%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市青翠里,2471,1091,1075,16,44.15%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市懷翠里,3791,1697,1675,22,44.76%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福翠里,1656,893,882,11,53.93%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市港嘴里,4081,1859,1821,38,45.55%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市振興里,3238,1585,1560,25,48.95%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市振義里,2913,1471,1448,23,50.5%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市光復里,2317,1137,1126,11,49.07%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市埔墘里,3762,1609,1589,20,42.77%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市長壽里,2099,1044,1017,27,49.74%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福壽里,2045,1004,983,21,49.1%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市海山里,4311,2077,2042,35,48.18%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市九如里,2270,1050,1036,14,46.26%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市玉光里,3178,1755,1724,31,55.22%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市光仁里,2280,1165,1149,16,51.1%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市埤墘里,2533,1184,1174,10,46.74%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市永安里,2115,1005,995,10,47.52%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市雙玉里,2376,1036,1015,21,43.6%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市廣新里,2805,1316,1302,14,46.92%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市深丘里,3946,1710,1694,16,43.34%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市香丘里,2585,1300,1271,29,50.29%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市西安里,1892,942,930,12,49.79%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市東丘里,3189,1498,1472,26,46.97%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市長安里,2451,1110,1098,12,45.29%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福丘里,1441,699,688,11,48.51%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福祿里,2342,1160,1145,15,49.53%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市民族里,2963,1439,1415,24,48.57%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市國泰里,2074,905,893,12,43.64%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福德里,3570,1760,1736,24,49.3%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市景星里,2406,1148,1129,19,47.71%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市福星里,2042,1005,983,22,49.22%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市鄉雲里,2349,1168,1154,14,49.72%
臺北縣,3388741,2250467,155,126,29,65,52,13,1074791,1055726,19065,66.41%,47.76%,41.94%,臺北縣第一選區,519671,338483,26,21,5,10,7,3,167497,164549,2948,65.13%,49.48%,38.46%,臺北縣第一選區板橋市,338483,167497,164549,2948,49.48%,臺北縣第一選區板橋市廣德里,4101,1936,1902,34,47.21%
