地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市選區,縣市選區_人口數,縣市選區_選舉人數,縣市選區_候選人數_計,縣市選區_候選人數_男,縣市選區_候選人數_女,縣市選區_當選人數_計,縣市選區_當選人數_男,縣市選區_當選人數_女,縣市選區_投票數合計,縣市選區_有效票數,縣市選區_無效票數,縣市選區_選舉人數對人口數,縣市選區_投票數對選舉人數,縣市選區_當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮大溪里,895,613,602,11,68.49%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮合興里,372,228,220,8,61.29%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮更新里,1316,886,862,24,67.33%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮外澳里,888,564,553,11,63.51%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮港口里,609,451,447,4,74.06%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮武營里,1455,1004,970,34,69%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮大坑里,1221,846,819,27,69.29%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮城東里,757,547,530,17,72.26%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮城北里,524,375,364,11,71.56%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮城西里,624,476,460,16,76.28%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮城南里,648,476,464,12,73.46%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮竹安里,1953,1251,1215,36,64.06%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮新建里,1859,1269,1240,29,68.26%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮拔雅里,1543,1075,1044,31,69.67%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮福成里,995,659,637,22,66.23%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮金面里,1636,1115,1087,28,68.15%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮金盈里,706,497,494,3,70.4%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮頂埔里,1307,970,950,20,74.22%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮下埔里,953,677,658,19,71.04%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮中崙里,975,720,699,21,73.85%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮二城里,1062,710,688,22,66.85%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第二選區,30948,23974,4,4,--,2,2,--,16499,16055,444,77.47%,68.82%,50%,宜蘭縣第二選區頭城鎮,23974,16499,16055,444,68.82%,宜蘭縣第二選區頭城鎮龜山里,649,436,424,12,67.18%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉白雲村,1462,996,879,117,68.13%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉玉石村,1654,1107,1011,96,66.93%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉德陽村,3494,2310,2053,257,66.11%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉大忠村,2270,1478,1327,151,65.11%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉大義村,652,496,456,40,76.07%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉六結村,1373,1007,904,103,73.34%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉二龍村,1119,820,770,50,73.28%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉時潮村,1404,969,904,65,69.02%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉玉田村,1881,1317,1233,84,70.02%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉三民村,2324,1633,1478,155,70.27%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉林美村,1115,846,738,108,75.87%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉白鵝村,715,502,459,43,70.21%
宜蘭縣,461345,350734,56,47,9,34,30,4,248060,241665,6395,76.02%,70.73%,60.71%,宜蘭縣第三選區,35624,27788,2,2,--,2,2,--,19381,17605,1776,78%,69.75%,100%,宜蘭縣第三選區礁溪鄉,27788,19381,17605,1776,69.75%,宜蘭縣第三選區礁溪鄉玉光村,917,665,613,52,72.52%
