選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區登山里,252,42.93%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區峰南里,118,15.92%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區麗興里,424,50.66%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區新民里,263,32.59%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區延平里,184,27.42%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區維生里,450,41.13%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區惠安里,83,8.38%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區壽山里,138,13.18%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區哨船頭里,169,19.98%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區鼓山區,7865,13.77%,高雄市第一選區鼓山區桃源里,190,40.95%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區旗下里,58,6.14%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區永安里,65,7.85%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區振興里,74,6.23%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區慈愛里,87,5.9%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區復興里,83,4.13%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區中華里,76,8.31%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區實踐里,46,5.13%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區北汕里,116,6.7%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區南汕里,100,8.36%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區上竹里,212,11.43%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區中洲里,106,8.92%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區安順里,80,11.87%
2002,區域,高雄市第一選區,張省吾,01,M,1943,無黨籍及未經政黨推薦,10918,12.04%,Y,Y,高雄市第一選區旗津區,1273,7.72%,高雄市第一選區旗津區中興里,170,10.66%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區藍橋里,165,17.76%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區慈愛里,194,48.74%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區博愛里,84,14.58%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區壽星里,248,26.5%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區中山里,169,19.18%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區教仁里,379,23.14%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區新樂里,172,24.86%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區中原里,125,24.46%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區光明里,178,21.79%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區育仁里,161,27.29%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區河濱里,283,20.9%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區沙地里,256,33.46%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區南端里,147,18.08%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區港都里,242,29.02%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區江西里,234,26.03%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區新豐里,142,26.59%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區府北里,463,38.39%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區陸橋里,197,21.7%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區瀨南里,109,19.89%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區新化里,229,38.88%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鹽埕區,4288,25.15%,高雄市第一選區鹽埕區江南里,111,17.51%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區鼓峰里,78,5.21%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區雄峰里,335,22.84%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區前峰里,267,8.42%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區光榮里,333,11.77%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區民族里,341,30.58%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區內惟里,189,20.15%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區建國里,151,9.93%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區忠正里,613,21.26%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區自強里,29,4.87%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區龍井里,178,15.84%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區正德里,341,26.87%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區平和里,236,10.55%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區民強里,468,22.51%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區厚生里,289,18.53%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區龍子里,377,11.1%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區龍水里,95,13.85%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區明誠里,362,5.55%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區華豐里,420,18.28%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區裕興里,425,21.01%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區裕豐里,295,18.37%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區鼓岩里,287,25.31%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區樹德里,101,13.4%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區寶樹里,148,22.29%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區興宗里,218,19.41%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區光化里,154,13.94%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區山下里,188,17.23%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區河邊里,313,26.94%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區綠川里,197,16.85%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區登山里,10,1.7%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區峰南里,135,18.22%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區麗興里,19,2.27%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區新民里,93,11.52%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區延平里,93,13.86%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區維生里,73,6.67%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區惠安里,74,7.47%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區壽山里,54,5.16%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區哨船頭里,117,13.83%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區鼓山區,8199,14.36%,高雄市第一選區鼓山區桃源里,103,22.2%
2002,區域,高雄市第一選區,蔡松雄,02,M,1945,無黨籍及未經政黨推薦,13137,14.49%,Y,Y,高雄市第一選區旗津區,650,3.94%,高雄市第一選區旗津區旗下里,11,1.16%
