地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區自強里,5613,4110,4049,61,73.22%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區吉祥里,6507,4485,4443,42,68.93%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區新聚里,5851,4133,4102,31,70.64%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區復盛里,5158,3711,3674,37,71.95%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區中正里,6263,4103,4075,28,65.51%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區中崙里,3106,2225,2199,26,71.64%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區美仁里,2551,1766,1749,17,69.23%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區吉仁里,3105,2205,2183,22,71.01%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區敦化里,5502,3880,3850,30,70.52%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區復源里,2470,1707,1689,18,69.11%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區復建里,3001,2093,2083,10,69.74%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區復勢里,4777,3310,3269,41,69.29%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區福成里,2154,1481,1466,15,68.76%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市松山區,150310,104719,103778,941,69.67%,臺北市松山區松基里,3116,2115,2098,17,67.88%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區西村里,4413,2890,2867,23,65.49%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區正和里,3925,2780,2763,17,70.83%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區興隆里,2601,1742,1728,14,66.97%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區中興里,2515,1594,1584,10,63.38%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區新仁里,3327,2323,2306,17,69.82%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區興雅里,4830,3431,3400,31,71.04%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區敦厚里,3933,2674,2639,35,67.99%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區廣居里,5794,4048,4023,25,69.87%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區安康里,5777,3994,3963,31,69.14%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區六藝里,2934,2120,2103,17,72.26%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區雅祥里,3921,2719,2684,35,69.34%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區五常里,3079,2151,2132,19,69.86%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區五全里,4226,3000,2964,36,70.99%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區永吉里,3764,2588,2559,29,68.76%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區長春里,3606,2555,2521,34,70.85%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區四育里,4604,3371,3344,27,73.22%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區四維里,4592,3147,3115,32,68.53%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區永春里,4463,3158,3129,29,70.76%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區富臺里,3038,2199,2179,20,72.38%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區國業里,5834,4123,4090,33,70.67%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區松隆里,2398,1683,1659,24,70.18%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區松友里,5257,3597,3567,30,68.42%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區松光里,4538,3329,3306,23,73.36%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區中坡里,3832,2735,2710,25,71.37%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區中行里,6515,4692,4642,50,72.02%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區大道里,5451,3904,3869,35,71.62%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區大仁里,4625,3274,3187,87,70.79%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區景新里,3920,2769,2742,27,70.64%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區惠安里,5546,4018,3983,35,72.45%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區三張里,7611,5477,5414,63,71.96%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區三犁里,4142,2919,2891,28,70.47%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區六合里,5399,3736,3699,37,69.2%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區泰和里,6601,4675,4611,64,70.82%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區景聯里,3953,2795,2766,29,70.71%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區景勤里,3747,2690,2662,28,71.79%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區雙和里,5903,4310,4268,42,73.01%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區嘉興里,2747,1913,1900,13,69.64%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區黎順里,3505,2492,2471,21,71.1%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區黎平里,5666,4075,4034,41,71.92%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區黎忠里,4024,2895,2858,37,71.94%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市信義區,178889,126313,125027,1286,70.61%,臺北市信義區黎安里,2333,1728,1695,33,74.07%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區德安里,4574,3107,3080,27,67.93%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區仁慈里,3874,2627,2608,19,67.81%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區和安里,4968,3413,3378,35,68.7%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區民炤里,6298,4236,4201,35,67.26%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區仁愛里,4556,2833,2806,27,62.18%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區義村里,5514,3829,3813,16,69.44%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區民輝里,5239,3560,3529,31,67.95%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區昌隆里,2775,1910,1895,15,68.83%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區誠安里,3667,2493,2477,16,67.98%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區光武里,6427,4133,4084,49,64.31%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍坡里,4554,3185,3160,25,69.94%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍泉里,3611,2461,2446,15,68.15%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區古風里,3310,2277,2255,22,68.79%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區古莊里,5084,3535,3494,41,69.53%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍安里,5287,3095,3064,31,58.54%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區錦安里,3966,2756,2733,23,69.49%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區福住里,4343,3053,3021,32,70.3%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區永康里,2633,1878,1862,16,71.33%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區光明里,2881,2068,2054,14,71.78%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區錦泰里,3981,2915,2884,31,73.22%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區錦華里,4113,2947,2926,21,71.65%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍圖里,5320,3678,3650,28,69.14%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區新龍里,5126,3651,3628,23,71.23%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍陣里,2985,2040,2019,21,68.34%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍雲里,4111,2811,2791,20,68.38%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍生里,4859,3428,3395,33,70.55%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區住安里,4367,3011,2978,33,68.95%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區義安里,4443,3001,2979,22,67.54%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區通化里,4944,3532,3488,44,71.44%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區通安里,4683,3323,3281,42,70.96%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區臨江里,3534,2541,2512,29,71.9%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區法治里,3547,2526,2500,26,71.22%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區全安里,3511,2379,2360,19,67.76%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區群賢里,4958,3386,3353,33,68.29%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區群英里,5980,4379,4349,30,73.23%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區虎嘯里,2623,1797,1786,11,68.51%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區臥龍里,2409,1686,1668,18,69.99%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍淵里,6893,4838,4806,32,70.19%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區龍門里,3235,2163,2148,15,66.86%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區大學里,6474,4304,4268,36,66.48%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區芳和里,4937,3576,3546,30,72.43%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區黎元里,4495,3262,3228,34,72.57%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區黎孝里,6089,4448,4414,34,73.05%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區黎和里,3431,2458,2434,24,71.64%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區建安里,4104,2625,2603,22,63.96%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區建倫里,4865,3119,3093,26,64.11%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區敦安里,4906,3362,3332,30,68.53%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區正聲里,3883,2560,2546,14,65.93%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區敦煌里,4742,3205,3177,28,67.59%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區華聲里,3424,2367,2349,18,69.13%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區車層里,5319,3658,3629,29,68.77%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區光信里,6244,4464,4424,40,71.49%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市大安區,235417,162217,160816,1401,68.91%,臺北市大安區學府里,3321,2328,2312,16,70.1%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區正守里,2427,1700,1684,16,70.05%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區正義里,3624,2325,2309,16,64.16%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區正得里,2605,1632,1612,20,62.65%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區民安里,4161,2813,2784,29,67.6%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區康樂里,1882,1153,1139,14,61.26%
臺北市,2639094,1947169,2,2,--,1,1,--,1374862,1361913,12949,73.78%,70.61%,50%,臺北市中山區,164776,113121,111978,1143,68.65%,臺北市中山區中山里,4496,2856,2826,30,63.52%
