地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,縣市,縣市_得票數,縣市_得票率,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市新生里,885,54.39%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市茭白里,812,53.42%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市北津里,684,55.12%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市梅洲里,1125,58.11%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市北門里,296,52.11%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市慶和里,317,58.17%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市鄂王里,297,58.81%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市中山里,256,51.2%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市西門里,448,51.79%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市大道里,467,48.8%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市南門里,152,38.87%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市負郭里,861,44.45%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市民族里,694,39.7%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市建軍里,754,40.45%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市思源里,1859,38.61%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市文化里,961,43.48%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣宜蘭市,24498,46.62%,宜蘭縣宜蘭市復興里,763,37.04%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮大新里,578,55.52%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮東安里,1188,54%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮新群里,1039,60.3%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮羅莊里,888,50.57%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮南昌里,777,45.04%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮南豪里,500,52.08%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮成功里,532,50.81%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮仁德里,458,54.52%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮漢民里,1254,50%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮西安里,948,51.63%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮北成里,1000,54.32%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮賢文里,1236,49.34%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮公正里,1004,50.68%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮集祥里,365,52.37%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮信義里,1081,52.12%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮竹林里,1073,52.37%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮仁愛里,1259,53.19%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮樹林里,1103,46.31%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮國華里,1480,49.5%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮維揚里,993,48.72%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮開明里,609,57.24%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮中山里,568,55.96%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣羅東鎮,20341,51.61%,宜蘭縣羅東鎮仁和里,408,52.71%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮龍德里,1329,59.36%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮頂寮里,404,63.52%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮永榮里,1300,55.63%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮存仁里,420,61.76%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮港邊里,517,60.12%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮岳明里,20,15.87%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮隘丁里,1001,58%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮新城里,430,51.93%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮聖湖里,1670,48.03%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮蘇西里,788,46.93%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮蘇北里,374,46.93%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮蘇南里,182,52%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮蘇東里,174,50%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮長安里,196,45.9%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮永光里,149,44.61%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮永春里,226,53.18%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮永樂里,195,55.4%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南安里,411,52.16%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南正里,395,58.17%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南成里,453,55.04%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南興里,530,50.81%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南寧里,424,53.4%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南建里,521,60.02%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮東澳里,117,47.95%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮南強里,289,59.71%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣蘇澳鎮,12829,53.91%,宜蘭縣蘇澳鎮朝陽里,314,69.62%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮石城里,133,58.85%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮大里里,176,42.72%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮大溪里,289,52.45%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮合興里,98,40.16%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮更新里,312,36.49%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮外澳里,242,44.16%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮港口里,203,47.76%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮武營里,374,35.28%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮大坑里,373,42.87%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮城東里,192,32.88%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮城北里,132,33.85%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮城西里,180,37.58%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮城南里,167,34.86%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮竹安里,544,41.12%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮新建里,566,42.4%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮拔雅里,461,41.68%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮福成里,311,45.67%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮金面里,445,38.53%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮金盈里,204,40.32%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮頂埔里,394,40.58%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮下埔里,324,47.79%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮中崙里,291,40.59%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮二城里,375,48.76%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣頭城鎮,6928,41.48%,宜蘭縣頭城鎮龜山里,142,41.89%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉白雲村,524,52.45%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉玉石村,633,50.2%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉德陽村,1057,40.97%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉大忠村,654,39.19%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉大義村,272,54.73%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉六結村,447,41.2%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉二龍村,471,57.3%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉時潮村,609,60.66%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉玉田村,941,68.29%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉三民村,929,54.14%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉林美村,469,57.41%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉白鵝村,286,54.68%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉玉光村,436,63.74%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉光武村,490,59.83%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉吳沙村,956,54.94%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉龍潭村,1379,63.08%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉匏崙村,396,58.67%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣礁溪鄉,11168,53.8%,宜蘭縣礁溪鄉二結村,219,72.52%
台澎金馬,蔡英文,01,F,1956,民主進步黨,6093578,45.63%,N,N,宜蘭縣,135156,52.53%,宜蘭縣壯圍鄉,8228,57.62%,宜蘭縣壯圍鄉吉祥村,805,51.74%
