地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,縣市,縣市_得票數,縣市_得票率,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市自強里,1153,31.41%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市自立里,828,44.09%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市光華里,695,37.41%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市國光里,521,18.92%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市港尾里,754,41.34%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市金華里,1161,43.68%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市港德里,1443,45.43%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市民權里,758,38.5%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市建國里,1130,45.42%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市漢生里,1231,39.89%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市公館里,1202,46.9%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市新民里,1162,40.32%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市幸福里,1142,43.13%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市忠誠里,523,18.56%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市百壽里,756,44.21%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市介壽里,912,43.28%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市新埔里,677,43.71%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華江里,1432,40.7%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市江翠里,1491,46.22%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市純翠里,1629,47.19%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市溪頭里,1777,46.4%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市聯翠里,983,40.24%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市宏翠里,1245,43.05%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市仁翠里,1142,54.43%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市新翠里,2188,42.55%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市吉翠里,1252,48.72%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市德翠里,1704,39.87%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市滿翠里,1083,51.11%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市明翠里,1541,47.72%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市松翠里,1073,44.82%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市柏翠里,1046,44.17%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市龍翠里,1564,48.88%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華翠里,1096,47.12%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市忠翠里,2354,38.76%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市嵐翠里,829,48.82%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市文翠里,1220,43.98%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市青翠里,950,48.97%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市懷翠里,1798,46.9%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福翠里,411,40.57%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市港嘴里,1726,44.13%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市振興里,1450,48.64%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市振義里,1357,49.15%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市光復里,931,44.87%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市埔墘里,1601,44.52%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市長壽里,858,44.3%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福壽里,873,39.31%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市海山里,1927,41.18%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市九如里,883,46.74%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市玉光里,1488,44.5%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市光仁里,905,44.76%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市埤墘里,1074,43.43%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市永安里,1012,44.76%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市雙玉里,1132,45.68%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市廣新里,992,42.98%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市深丘里,1351,37.12%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市香丘里,1040,41.67%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市西安里,788,42.9%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市東丘里,1462,47.25%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市長安里,1184,42.05%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福丘里,533,37.14%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福祿里,871,34.77%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市民族里,1102,42.27%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市國泰里,821,36.04%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福德里,1411,41.76%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市景星里,891,40.32%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福星里,976,43.49%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市鄉雲里,922,40.14%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市廣德里,1552,38.88%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市大豐里,1180,38.19%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市重慶里,2033,38.13%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市仁愛里,611,28.05%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市和平里,379,37.6%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市廣福里,1070,43.69%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華興里,1041,39.76%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華貴里,791,41.7%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華德里,1566,37.86%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華東里,1259,32.22%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市信義里,1110,40.5%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市浮洲里,1119,45.6%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華中里,1597,47.25%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市僑中里,1081,44%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市中山里,962,40.2%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市復興里,278,22.35%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市大安里,1171,42.11%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市福安里,676,38.72%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市聚安里,1540,44.37%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市龍安里,866,46.51%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市崑崙里,2089,40.48%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市溪洲里,1528,41.65%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市溪北里,917,41.16%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市香雅里,782,43.83%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市新生里,1340,43.39%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市文德里,880,41.73%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市文化里,965,46.82%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市新海里,1064,45.33%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市莒光里,907,45.26%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市富貴里,630,41.12%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市正泰里,970,45.8%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市民生里,638,47.15%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市後埔里,925,36.88%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市華福里,540,37.97%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市堂春里,1063,42.07%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市成和里,1327,41.4%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市光榮里,631,36.43%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市民安里,553,37.42%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市陽明里,862,44.92%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市朝陽里,1110,47.58%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市松柏里,668,47.48%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市文聖里,1193,47.28%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市居仁里,927,45.24%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市莊敬里,1063,41.92%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市東安里,790,45.9%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市五權里,1194,41.69%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市溪福里,2752,38.75%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市大觀里,1074,48.01%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣板橋市,136964,42%,臺北縣板橋市歡園里,371,45.41%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市大有里,1428,46.41%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市二重里,693,50.36%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市頂崁里,748,52.64%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市谷王里,483,52.9%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市中興里,1148,48.44%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市德厚里,171,52.13%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市成功里,1490,41.91%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市福祉里,1440,42.91%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市福民里,1048,46.66%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市過田里,1448,37.62%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市錦田里,667,47.81%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市重明里,1036,46.71%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市光田里,1246,43.4%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市光陽里,1887,46.52%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市田心里,1258,46.49%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市福田里,1219,49.43%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市田中里,2040,52.01%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市田安里,1826,45.25%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市三民里,985,47.72%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市光明里,1827,42.97%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市光正里,450,36.41%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市同安里,375,36.69%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市同慶里,431,36.16%
台澎金馬,謝長廷,01,M,1946,民主進步黨,5444949,41.55%,N,N,臺北縣,866915,38.94%,臺北縣三重市,107823,47.03%,臺北縣三重市菜寮里,607,42.51%
