地區,姓名,號次,性別,出生年次,推薦政黨,地區_得票數,地區_得票率,當選否,是否現任,縣市,縣市_得票數,縣市_得票率,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市自立里,1013,51.95%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市光華里,834,45.03%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市國光里,630,22.52%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市港尾里,856,48.94%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市金華里,1405,52.39%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市港德里,1812,54.91%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市民權里,907,44.83%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市建國里,1374,53.53%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市漢生里,1440,47.24%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市公館里,1353,52.98%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市新民里,1380,48.85%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市幸福里,1460,53.15%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市忠誠里,593,30.74%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市百壽里,873,52%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市介壽里,1029,50.59%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市新埔里,837,51.86%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華江里,1711,50.74%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市江翠里,1786,56.22%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市純翠里,1863,54.24%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市溪頭里,2190,56.17%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市聯翠里,1286,48.77%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市宏翠里,1151,54.73%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市仁翠里,1338,63.08%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市新翠里,2572,51.9%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市吉翠里,1396,56.13%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市德翠里,1941,49.46%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市滿翠里,1325,59.79%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市明翠里,1851,55.89%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市松翠里,1259,53.46%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市柏翠里,1275,54.12%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市龍翠里,1736,58.73%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華翠里,1237,56.1%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市忠翠里,2716,48.13%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市嵐翠里,996,56.69%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市文翠里,1520,52.74%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市青翠里,1146,57.56%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市懷翠里,2071,55.99%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福翠里,558,47.86%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市港嘴里,1870,52.35%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市振興里,1574,55.15%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市振義里,1567,56.65%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市光復里,1139,55.51%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市埔墘里,1732,52.61%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市長壽里,993,50.87%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福壽里,1037,49.38%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市海山里,2284,51.58%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市九如里,1103,57.63%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市玉光里,1698,52.65%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市光仁里,1056,54.24%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市埤墘里,1273,52.56%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市永安里,1191,54.51%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市雙玉里,1310,54.88%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市廣新里,1202,52.26%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市深丘里,1513,43.55%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市香丘里,1225,50.7%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市西安里,919,52.36%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市東丘里,1584,56.81%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市長安里,1254,51.48%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福丘里,584,43.98%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福祿里,957,41.23%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市民族里,1278,51.22%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市國泰里,931,45.53%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福德里,1687,49.71%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市景星里,1058,49.6%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福星里,1160,51.26%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市鄉雲里,1132,48.25%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市廣德里,1823,47.08%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市大豐里,1469,48.23%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市重慶里,2336,45.5%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市仁愛里,741,33.07%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市和平里,325,45.71%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市廣福里,1111,51.82%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華興里,1235,47.5%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華貴里,940,49.47%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華德里,1886,45.27%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華東里,1519,41.85%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市信義里,1329,49.89%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市浮洲里,1345,53.54%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華中里,1877,55.4%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市僑中里,1248,51.72%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市中山里,1192,39.02%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市復興里,304,25.14%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市大安里,1370,50.37%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市福安里,784,43.53%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市聚安里,1709,53.57%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市龍安里,1050,55%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市崑崙里,2410,51.05%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市溪洲里,1754,50.94%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市溪北里,1074,51.31%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市香雅里,896,50.65%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市新生里,1543,50.99%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市文德里,995,49.33%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市文化里,1178,55.15%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市新海里,1262,54.68%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市莒光里,1128,54.94%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市富貴里,737,48.39%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市正泰里,1059,52.87%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市民生里,670,54.21%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市後埔里,1048,45.17%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市華福里,677,46.98%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市堂春里,1242,51.71%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市成和里,1509,52.47%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市光榮里,751,44.23%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市民安里,641,44.21%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市陽明里,1038,51.9%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市朝陽里,1362,57.25%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市松柏里,768,54.08%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市文聖里,1318,54.69%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市居仁里,1057,52.25%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市莊敬里,1205,51.56%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市東安里,947,54.52%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市五權里,1438,48.68%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市溪福里,3221,49.02%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市大觀里,1212,54.33%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣板橋市,159999,50.48%,臺北縣板橋市歡園里,444,54.75%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市大有里,1605,56.02%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市二重里,817,60.52%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市頂崁里,881,61.57%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市谷王里,553,59.78%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市中興里,1406,56.63%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市德厚里,211,66.35%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市成功里,1754,51.71%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市福祉里,1318,52.51%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市福民里,1136,53.69%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市過田里,1684,47.68%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市錦田里,785,55.83%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市重明里,1118,56.66%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市光田里,1493,51.5%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市光陽里,2237,55.14%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市田心里,1552,55.19%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市福田里,1357,58.69%
台澎金馬,陳水扁,01,M,1951,民主進步黨,6471970,50.11%,Y,Y,臺北縣,1000265,46.94%,臺北縣三重市,126612,55.81%,臺北縣三重市田中里,2308,60.93%
