選舉年度,地區別,選區,姓名,號次,性別,出生年次,推薦政黨,選區_得票數,選區_得票率,當選否,是否現任,鄉鎮區,鄉鎮區_得票數,鄉鎮區_得票率,里,里_得票數,里_得票率
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區河濱里,62,4.32%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區沙地里,43,5.16%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區南端里,35,3.96%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區港都里,27,3%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區江西里,48,4.98%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區新豐里,35,6.16%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區府北里,37,2.92%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區陸橋里,81,7.65%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區瀨南里,20,3.45%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區新化里,32,4.91%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鹽埕區,770,4.13%,高雄市第一選區鹽埕區江南里,39,5.28%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區鼓峰里,40,2.58%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區雄峰里,54,3.42%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區前峰里,80,2.43%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區光榮里,38,1.16%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區民族里,22,1.94%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區內惟里,15,1.44%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區建國里,26,1.59%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區忠正里,101,2.73%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區自強里,10,1.5%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區龍井里,19,1.51%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區正德里,31,2.2%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區平和里,64,2.69%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區民強里,87,5.08%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區厚生里,30,1.87%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區龍子里,163,4.58%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區龍水里,30,3.19%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區明誠里,183,3.18%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區華豐里,58,2.13%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區裕興里,30,1.74%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區裕豐里,37,2.11%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區鼓岩里,50,3.79%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區樹德里,17,1.91%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區寶樹里,26,3.54%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區興宗里,77,5.89%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區光化里,35,2.81%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區山下里,45,3.21%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區河邊里,45,3.78%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區綠川里,51,3.68%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區登山里,23,3.58%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區峰南里,50,5.51%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區麗興里,50,5.36%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區新民里,65,6.67%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區延平里,41,4.99%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區維生里,76,6.26%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區惠安里,123,11.03%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區壽山里,122,9.74%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區哨船頭里,56,5.52%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區鼓山區,2104,3.41%,高雄市第一選區鼓山區桃源里,34,5.48%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區旗下里,648,58.75%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區永安里,500,58.75%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區振興里,836,62.16%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區慈愛里,1133,71.17%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區復興里,1446,71.34%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區中華里,587,57.61%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區實踐里,654,67.28%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區北汕里,1235,66.97%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區南汕里,843,62.44%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區上竹里,948,48.62%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區中洲里,657,48.45%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區安順里,508,54.39%
1998,區域,高雄市第一選區,陳漢昇　　,01,M,1953,中國國民黨,13924,14.17%,Y,Y,高雄市第一選區旗津區,11050,61.43%,高雄市第一選區旗津區中興里,1055,64.09%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區藍橋里,170,21.28%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區慈愛里,66,12.79%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區博愛里,160,20.03%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區壽星里,190,18.3%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區中山里,196,18.76%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區教仁里,429,24.77%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區新樂里,146,22.05%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區中原里,124,21.49%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區光明里,200,22.68%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區育仁里,139,20.06%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區河濱里,351,24.46%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區沙地里,160,19.18%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區南端里,180,20.39%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區港都里,195,21.64%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區江西里,171,17.76%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區新豐里,57,10.04%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區府北里,227,17.92%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區陸橋里,183,17.28%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區瀨南里,136,23.45%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區新化里,99,15.18%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鹽埕區,3668,19.7%,高雄市第一選區鹽埕區江南里,89,12.04%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區鼓峰里,157,10.11%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區雄峰里,121,7.67%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區前峰里,392,11.9%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區光榮里,451,13.76%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區民族里,196,17.27%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區內惟里,136,13.05%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區建國里,250,15.3%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區忠正里,479,12.96%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區自強里,17,2.54%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區龍井里,157,12.48%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區正德里,192,13.6%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區平和里,357,15.03%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區民強里,192,11.21%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區厚生里,179,11.17%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區龍子里,820,23.03%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區龍水里,163,17.34%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區明誠里,1152,20.03%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區華豐里,609,22.35%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區裕興里,259,15.02%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區裕豐里,237,13.5%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區鼓岩里,178,13.5%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區樹德里,148,16.61%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區寶樹里,124,16.87%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區興宗里,178,13.62%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區光化里,138,11.09%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區山下里,127,9.05%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區河邊里,205,17.21%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區綠川里,223,16.09%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區登山里,107,16.67%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區峰南里,122,13.45%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區麗興里,115,12.33%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區新民里,131,13.45%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區延平里,149,18.13%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區維生里,212,17.46%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區惠安里,319,28.61%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區壽山里,157,12.53%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區哨船頭里,164,16.17%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區鼓山區,9370,15.2%,高雄市第一選區鼓山區桃源里,57,9.19%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區旗下里,110,9.97%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區永安里,79,9.28%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區振興里,150,11.15%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區慈愛里,71,4.46%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區復興里,97,4.79%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區中華里,79,7.75%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區實踐里,28,2.88%
1998,區域,高雄市第一選區,蕭裕正　　,02,M,1959,民主進步黨,14275,14.53%,Y,Y,高雄市第一選區旗津區,1237,6.88%,高雄市第一選區旗津區北汕里,95,5.15%
